"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US06069","San Benito County, California","18135","195","2.4","0.7","1.9","0.7","5.3","1.0","5.8","1.1","11.1","1.5","16.1","1.8","13.8","1.4","22.4","2.2","10.5","1.4","10.8","1.3","86958","4946","106604","4152","29.8","(X)","(X)","(X)","(X)","(X)","14588","347","2.6","0.9","1.3","0.7","3.4","1.1","5.6","1.4","10.5","1.8","14.5","1.9","14.5","1.8","23.8","2.4","11.6","1.8","12.2","1.6","94572","5630","112792","4426","(X)","(X)","30.4","(X)","(X)","(X)","10808","418","0.7","0.5","0.5","0.5","2.1","0.9","3.4","1.2","8.2","1.7","13.2","2.1","15.0","2.1","27.4","2.9","14.2","2.2","15.3","1.9","110922","4321","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3547","338","6.5","2.2","5.6","2.9","13.9","2.7","10.0","3.0","14.0","3.8","19.6","4.8","12.1","3.9","11.9","2.9","3.1","1.9","3.4","1.3","50096","9225","66152","6500","(X)","(X)","(X)","(X)","23.5","(X)",
"0500000US06071","San Bernardino County, California","636041","2447","5.0","0.2","4.6","0.2","8.6","0.3","9.1","0.3","12.2","0.3","18.1","0.4","13.9","0.3","16.0","0.3","7.1","0.2","5.4","0.2","63362","581","81382","666","38.1","(X)","(X)","(X)","(X)","(X)","486285","3219","4.2","0.2","3.0","0.2","7.4","0.3","8.4","0.3","12.2","0.3","18.2","0.5","14.8","0.4","17.6","0.4","8.0","0.3","6.2","0.3","70188","694","87513","805","(X)","(X)","38.9","(X)","(X)","(X)","331235","3062","1.6","0.2","1.5","0.2","5.0","0.3","6.8","0.3","10.7","0.4","18.2","0.5","16.2","0.5","21.3","0.6","10.5","0.4","8.3","0.4","84144","975","102107","1052","(X)","(X)","(X)","(X)","(X)","(X)","149756","2511","11.3","0.5","10.7","0.6","14.0","0.7","11.5","0.6","13.6","0.6","16.9","0.6","9.5","0.6","8.3","0.6","2.2","0.3","2.0","0.2","37444","877","52641","1055","(X)","(X)","(X)","(X)","31.1","(X)",
"0500000US06073","San Diego County, California","1125286","3400","4.2","0.1","3.4","0.1","6.7","0.2","7.1","0.2","10.3","0.2","16.1","0.2","13.0","0.2","18.0","0.3","9.4","0.2","11.7","0.2","78980","723","106600","733","35.1","(X)","(X)","(X)","(X)","(X)","756963","3880","2.8","0.1","1.8","0.1","5.1","0.2","6.4","0.2","9.8","0.3","15.5","0.3","13.2","0.3","19.8","0.3","11.1","0.3","14.5","0.3","91034","840","119737","1028","(X)","(X)","35.3","(X)","(X)","(X)","567369","4428","1.3","0.1","1.0","0.1","3.4","0.2","4.8","0.2","8.0","0.3","14.1","0.3","13.5","0.3","22.2","0.3","13.3","0.3","18.3","0.4","107342","829","136970","1110","(X)","(X)","(X)","(X)","(X)","(X)","368323","2821","8.1","0.3","6.9","0.3","10.6","0.3","9.4","0.4","11.9","0.4","17.4","0.5","12.3","0.4","13.4","0.4","4.9","0.3","5.0","0.3","53589","723","73621","1028","(X)","(X)","(X)","(X)","32.6","(X)",
"0500000US06075","San Francisco County, California","362354","1777","4.7","0.3","5.0","0.3","5.8","0.3","4.9","0.3","6.2","0.3","9.8","0.3","9.0","0.3","15.6","0.4","11.9","0.3","27.0","0.4","112449","1612","160396","1772","34.4","(X)","(X)","(X)","(X)","(X)","173658","1967","2.3","0.3","1.7","0.2","5.0","0.4","4.4","0.4","6.7","0.5","9.8","0.5","9.6","0.5","16.0","0.6","12.6","0.5","31.9","0.7","131595","2004","186215","2972","(X)","(X)","37.2","(X)","(X)","(X)","132229","2242","1.2","0.3","1.0","0.2","4.3","0.4","3.3","0.4","4.9","0.4","8.3","0.5","8.9","0.5","15.9","0.8","13.8","0.7","38.5","0.8","156504","2807","213081","3520","(X)","(X)","(X)","(X)","(X)","(X)","188696","2039","7.2","0.5","8.1","0.5","6.7","0.4","5.5","0.4","6.1","0.4","10.3","0.5","8.8","0.5","14.9","0.6","11.1","0.5","21.3","0.7","90974","2234","132019","2495","(X)","(X)","(X)","(X)","30.7","(X)",
"0500000US06077","San Joaquin County, California","228567","1049","4.8","0.4","4.5","0.3","8.9","0.4","8.9","0.4","11.9","0.5","17.7","0.6","13.1","0.5","16.1","0.6","7.5","0.4","6.8","0.4","64432","745","86090","1221","36.9","(X)","(X)","(X)","(X)","(X)","170529","1418","3.7","0.4","2.7","0.3","7.2","0.5","7.8","0.5","11.5","0.6","18.4","0.7","14.1","0.6","18.2","0.7","8.5","0.4","7.8","0.5","72874","1287","94440","1538","(X)","(X)","36.8","(X)","(X)","(X)","119746","1537","1.2","0.2","1.4","0.2","4.6","0.4","6.3","0.5","10.2","0.7","17.6","0.8","15.6","0.9","21.8","0.9","11.1","0.6","10.1","0.6","88695","1796","109969","1900","(X)","(X)","(X)","(X)","(X)","(X)","58038","1565","10.9","1.0","10.6","0.7","15.1","1.0","12.0","0.9","13.4","1.1","15.2","1.0","9.2","0.7","7.8","0.8","2.9","0.4","2.8","0.5","36214","1270","53757","1740","(X)","(X)","(X)","(X)","34.4","(X)",
"0500000US06079","San Luis Obispo County, California","105981","939","5.2","0.5","3.6","0.4","7.2","0.7","6.9","0.5","10.9","0.8","17.1","0.8","13.3","0.8","17.8","0.9","8.9","0.7","9.1","0.6","73518","1656","96196","1876","36.0","(X)","(X)","(X)","(X)","(X)","67168","1086","2.9","0.5","1.4","0.4","4.1","0.7","5.4","0.7","9.8","0.9","16.2","1.1","15.0","1.2","21.7","1.3","11.8","1.0","11.9","0.8","92716","2448","113536","2385","(X)","(X)","35.5","(X)","(X)","(X)","53605","1034","1.6","0.4","0.8","0.4","2.8","0.6","4.0","0.7","7.9","0.9","14.8","1.1","15.7","1.3","24.5","1.5","13.8","1.2","14.1","1.1","104171","2361","125990","2938","(X)","(X)","(X)","(X)","(X)","(X)","38813","1167","10.0","1.2","7.7","1.0","13.4","1.4","10.5","1.1","13.3","1.1","18.3","1.5","9.9","1.1","10.9","1.0","3.0","0.6","3.1","0.5","43129","1838","60633","2037","(X)","(X)","(X)","(X)","35.0","(X)",
"0500000US06081","San Mateo County, California","263543","1093","2.7","0.2","2.2","0.2","4.2","0.3","4.4","0.3","6.5","0.3","10.7","0.4","10.7","0.4","17.3","0.5","12.8","0.5","28.5","0.4","122641","1680","174055","1883","32.6","(X)","(X)","(X)","(X)","(X)","184628","1760","1.6","0.2","1.0","0.2","2.7","0.3","3.7","0.3","5.6","0.4","9.7","0.5","10.3","0.5","17.9","0.6","13.9","0.5","33.6","0.6","141881","1880","196828","2485","(X)","(X)","33.7","(X)","(X)","(X)","145344","1879","0.9","0.2","0.6","0.2","1.9","0.3","2.4","0.3","4.4","0.4","7.9","0.5","9.4","0.6","17.4","0.6","15.2","0.6","39.9","0.7","165660","2649","221880","3228","(X)","(X)","(X)","(X)","(X)","(X)","78915","1409","5.9","0.6","5.3","0.5","8.3","0.7","7.0","0.7","9.0","0.7","13.9","0.7","11.9","0.7","15.6","0.9","9.3","0.6","13.9","0.8","76096","1813","110180","2418","(X)","(X)","(X)","(X)","27.4","(X)",
"0500000US06083","Santa Barbara County, California","145856","881","4.7","0.4","3.4","0.3","7.0","0.5","7.0","0.5","11.6","0.6","16.5","0.6","12.6","0.7","17.0","0.7","8.3","0.5","11.9","0.6","74624","1710","106421","2070","36.4","(X)","(X)","(X)","(X)","(X)","95941","1263","2.4","0.3","1.6","0.3","5.5","0.6","6.8","0.6","11.1","0.7","16.9","0.9","13.3","0.7","18.8","0.8","9.5","0.6","14.1","0.7","85186","1937","117805","2560","(X)","(X)","34.1","(X)","(X)","(X)","71574","1486","1.2","0.3","0.7","0.2","3.2","0.6","4.9","0.6","9.5","0.8","16.3","1.0","13.7","1.0","21.2","1.0","11.5","0.8","17.8","0.9","101072","2701","134998","3451","(X)","(X)","(X)","(X)","(X)","(X)","49915","1206","10.4","1.1","7.1","0.9","11.9","1.0","9.0","0.9","12.5","1.3","16.1","1.1","9.6","1.0","12.0","1.1","4.8","0.8","6.6","0.7","48667","2594","76417","3426","(X)","(X)","(X)","(X)","36.2","(X)",
"0500000US06085","Santa Clara County, California","640215","1602","3.0","0.1","2.5","0.1","4.2","0.2","4.4","0.2","6.5","0.2","10.6","0.2","9.9","0.2","17.4","0.3","13.5","0.3","27.9","0.3","124055","1117","164962","1222","31.4","(X)","(X)","(X)","(X)","(X)","459738","2624","1.8","0.1","1.1","0.1","3.1","0.2","3.6","0.2","5.8","0.2","10.1","0.3","9.6","0.3","17.6","0.3","14.7","0.3","32.4","0.4","140651","1260","183839","1440","(X)","(X)","31.7","(X)","(X)","(X)","365000","2862","0.8","0.1","0.7","0.1","2.3","0.2","2.5","0.2","4.4","0.2","8.3","0.3","8.7","0.3","17.7","0.4","16.1","0.4","38.4","0.5","162344","1346","206522","1691","(X)","(X)","(X)","(X)","(X)","(X)","180477","2101","7.1","0.4","6.2","0.4","7.8","0.4","6.9","0.4","8.8","0.4","12.3","0.6","10.5","0.5","16.4","0.5","9.7","0.6","14.2","0.5","76622","1427","107830","1835","(X)","(X)","(X)","(X)","28.0","(X)",
"0500000US06087","Santa Cruz County, California","95818","913","4.7","0.6","4.0","0.4","7.2","0.8","6.7","0.6","9.3","0.8","13.8","0.9","12.5","0.7","16.7","0.8","9.8","0.6","15.4","0.7","82234","2168","115265","2478","34.9","(X)","(X)","(X)","(X)","(X)","60637","962","2.5","0.6","1.6","0.4","5.0","0.9","5.0","0.7","8.8","0.8","13.7","1.0","12.3","0.9","19.6","1.0","12.5","0.8","18.9","1.0","102708","3067","133583","3261","(X)","(X)","34.5","(X)","(X)","(X)","46474","1116","1.3","0.4","1.0","0.3","3.3","0.8","3.6","0.7","7.5","0.9","12.8","1.0","12.3","1.1","21.3","1.2","14.3","1.0","22.7","1.3","117514","4326","149845","3933","(X)","(X)","(X)","(X)","(X)","(X)","35181","1015","9.1","1.1","8.4","1.1","12.3","1.5","9.6","1.1","10.7","1.4","15.0","1.1","12.1","1.1","10.5","1.2","5.3","0.8","7.1","1.0","49918","2845","76670","3635","(X)","(X)","(X)","(X)","32.1","(X)",
"0500000US06089","Shasta County, California","71181","714","5.7","0.6","6.6","0.6","10.6","0.7","9.5","0.7","13.9","0.9","17.8","1.1","12.9","0.9","12.6","0.9","5.8","0.6","4.5","0.4","54667","1486","73415","1503","35.8","(X)","(X)","(X)","(X)","(X)","46340","946","3.9","0.6","2.5","0.4","7.8","1.0","8.6","0.9","13.9","1.0","19.2","1.2","15.3","1.1","15.0","1.1","7.8","0.8","6.0","0.6","66613","1834","86248","2252","(X)","(X)","35.3","(X)","(X)","(X)","34567","892","1.8","0.4","1.2","0.3","5.0","0.9","7.4","0.9","12.7","1.2","20.0","1.4","17.3","1.4","17.6","1.4","9.5","1.0","7.7","0.8","77567","2755","98541","2690","(X)","(X)","(X)","(X)","(X)","(X)","24841","890","11.1","1.3","14.8","1.6","16.6","1.6","12.1","1.4","13.9","1.4","14.5","1.8","7.6","1.3","6.4","1.1","1.9","0.6","1.1","0.4","31030","2068","44986","2019","(X)","(X)","(X)","(X)","34.8","(X)",
"0500000US06091","Sierra County, California","1319","142","4.2","3.6","9.2","5.8","11.6","5.9","10.5","4.3","12.5","5.6","11.3","4.2","14.9","5.3","15.2","5.9","8.3","5.2","2.3","2.1","52148","13874","74547","11441","46.6","(X)","(X)","(X)","(X)","(X)","837","145","0.0","4.1","1.1","1.2","5.0","4.8","9.2","5.3","16.7","8.6","18.3","5.0","11.9","6.4","21.3","7.5","13.1","8.1","3.3","3.1","74583","16250","92681","13608","(X)","(X)","52.4","(X)","(X)","(X)","616","130","0.0","5.5","0.0","5.5","2.3","2.4","10.9","6.5","16.7","10.1","11.4","6.6","11.4","6.5","25.0","8.7","17.9","10.9","4.5","4.1","93400","25010","N","N","(X)","(X)","(X)","(X)","(X)","(X)","482","124","11.4","10.0","23.9","14.0","23.0","13.7","13.7","7.3","7.5","8.3","10.2","6.5","5.2","4.0","4.8","6.0","0.0","7.0","0.4","0.7","20114","6081","36624","9299","(X)","(X)","(X)","(X)","35.9","(X)",
"0500000US06093","Siskiyou County, California","19240","358","7.5","1.0","7.1","1.1","12.8","1.2","11.0","1.3","15.6","1.4","17.6","1.5","11.1","1.2","11.6","1.4","3.2","0.7","2.4","0.6","45241","2380","64251","5109","36.1","(X)","(X)","(X)","(X)","(X)","11396","372","5.0","1.1","3.4","0.7","8.7","1.6","10.4","1.4","16.4","2.1","19.4","2.3","13.8","1.6","15.9","1.9","4.1","0.9","2.9","0.8","56377","2862","74063","7274","(X)","(X)","37.6","(X)","(X)","(X)","8650","356","2.7","0.9","2.4","0.8","5.9","1.1","8.1","1.7","15.6","2.1","21.1","2.7","16.3","2.0","19.2","2.2","4.9","1.2","3.7","1.0","67083","2330","84994","9381","(X)","(X)","(X)","(X)","(X)","(X)","7844","431","12.2","2.1","13.3","2.6","19.9","2.3","11.6","2.5","13.8","2.1","14.1","2.3","6.7","1.7","5.0","1.6","1.7","1.1","1.6","1.1","28213","2555","47223","6887","(X)","(X)","(X)","(X)","32.3","(X)",
"0500000US06095","Solano County, California","149865","816","4.0","0.4","2.9","0.3","5.6","0.4","6.7","0.5","10.3","0.5","16.7","0.7","14.6","0.6","19.9","0.7","10.0","0.5","9.4","0.4","81472","1384","100842","1654","33.5","(X)","(X)","(X)","(X)","(X)","107477","1254","3.0","0.4","1.9","0.3","4.1","0.4","5.4","0.5","10.0","0.5","15.4","0.7","15.1","0.8","22.3","0.8","11.7","0.7","11.3","0.5","92456","1526","111130","2141","(X)","(X)","33.8","(X)","(X)","(X)","76686","1362","1.2","0.3","0.8","0.2","2.2","0.4","4.2","0.7","7.5","0.7","14.4","0.7","15.4","1.0","25.6","1.0","14.3","0.8","14.3","0.7","106047","1530","127133","2712","(X)","(X)","(X)","(X)","(X)","(X)","42388","1202","7.7","1.0","6.3","0.8","10.7","0.8","10.3","0.9","13.8","1.2","19.7","1.4","13.2","1.1","11.4","1.2","4.0","0.7","3.0","0.5","51403","1979","65193","1995","(X)","(X)","(X)","(X)","30.3","(X)",
"0500000US06097","Sonoma County, California","189374","1128","3.4","0.3","3.3","0.3","6.0","0.4","6.8","0.4","10.0","0.5","16.6","0.5","14.2","0.6","18.5","0.6","10.1","0.4","11.0","0.4","81018","1194","108169","1781","33.6","(X)","(X)","(X)","(X)","(X)","120441","1536","2.0","0.3","1.3","0.3","3.5","0.4","5.3","0.5","8.5","0.6","15.7","0.6","15.0","0.6","22.0","0.7","12.3","0.6","14.3","0.6","97203","1784","126093","2532","(X)","(X)","33.6","(X)","(X)","(X)","91010","1436","1.1","0.2","0.7","0.2","2.0","0.3","3.6","0.4","6.8","0.5","14.0","0.7","15.1","0.7","24.8","0.8","14.4","0.7","17.5","0.8","112065","2093","141599","2800","(X)","(X)","(X)","(X)","(X)","(X)","68933","1655","7.1","0.7","7.0","0.8","11.6","1.0","10.5","0.8","12.8","1.0","18.6","0.9","11.9","0.9","11.4","0.8","4.9","0.5","4.1","0.5","51153","1543","70150","2147","(X)","(X)","(X)","(X)","30.7","(X)",
"0500000US06099","Stanislaus County, California","173898","690","4.6","0.4","4.6","0.4","9.2","0.5","9.7","0.6","13.1","0.7","18.7","0.8","13.2","0.6","15.9","0.6","6.2","0.4","4.9","0.3","60704","1045","79228","1158","37.6","(X)","(X)","(X)","(X)","(X)","128904","1391","4.0","0.4","2.3","0.3","7.5","0.5","9.5","0.6","13.3","0.8","18.9","0.8","13.9","0.7","17.6","0.8","7.2","0.6","5.9","0.4","67253","1513","86352","1594","(X)","(X)","38.1","(X)","(X)","(X)","90034","1735","1.4","0.3","1.4","0.3","4.9","0.4","7.2","0.7","11.6","0.8","18.8","0.9","15.7","0.9","21.6","1.1","9.4","0.8","7.8","0.5","81659","1474","100498","2009","(X)","(X)","(X)","(X)","(X)","(X)","44994","1243","9.5","1.0","11.9","1.2","15.8","1.2","11.5","1.3","13.0","0.8","16.3","1.5","9.0","0.9","9.2","1.1","2.2","0.6","1.5","0.5","36213","1580","51146","1691","(X)","(X)","(X)","(X)","32.8","(X)",
"0500000US06101","Sutter County, California","32636","318","4.8","0.7","4.9","0.8","9.6","1.1","10.1","0.9","13.2","1.1","18.4","1.3","12.1","1.3","16.3","1.4","5.7","0.7","4.8","0.8","59050","2491","79429","3439","30.7","(X)","(X)","(X)","(X)","(X)","23837","508","4.4","0.9","3.3","0.8","7.1","1.2","8.9","1.1","12.1","1.4","19.3","1.6","13.0","1.6","19.3","1.8","7.1","0.9","5.5","1.0","65288","3168","87316","3996","(X)","(X)","30.4","(X)","(X)","(X)","17252","529","1.7","0.7","2.2","0.9","5.9","1.3","7.0","1.4","10.8","1.5","19.6","2.2","14.4","1.9","22.6","2.0","8.6","1.3","7.3","1.3","78152","3680","99791","5503","(X)","(X)","(X)","(X)","(X)","(X)","8799","489","7.8","1.7","9.7","1.9","17.1","2.4","12.8","1.8","16.9","2.5","15.2","2.2","9.3","2.2","7.4","1.6","1.2","0.6","2.6","1.1","36944","2291","53287","4838","(X)","(X)","(X)","(X)","29.9","(X)",
"0500000US06103","Tehama County, California","24189","400","6.6","1.3","6.7","1.1","15.9","1.9","12.0","1.6","13.8","1.8","17.2","1.4","10.6","1.7","9.7","1.3","3.9","1.0","3.5","0.8","44514","2916","61939","2913","33.6","(X)","(X)","(X)","(X)","(X)","16119","579","4.2","1.2","2.7","1.0","14.1","2.2","11.5","1.8","13.4","2.3","19.1","2.1","12.7","2.0","12.2","1.9","5.3","1.3","4.7","1.1","54819","4101","73239","3635","(X)","(X)","32.4","(X)","(X)","(X)","11525","711","2.5","1.6","1.7","0.8","8.8","2.3","11.0","2.3","13.6","2.4","20.6","2.5","15.1","2.8","14.2","2.3","6.7","1.8","5.9","1.5","64818","4979","83373","4819","(X)","(X)","(X)","(X)","(X)","(X)","8070","455","13.0","2.9","14.9","3.1","21.7","3.1","12.8","3.0","13.0","2.7","13.3","2.7","5.0","1.8","4.4","2.0","1.4","0.9","0.7","0.5","25271","2667","36614","3181","(X)","(X)","(X)","(X)","34.0","(X)",
"0500000US06105","Trinity County, California","5939","251","9.9","2.6","7.2","2.3","14.9","3.4","12.0","2.9","15.9","3.4","17.7","4.0","8.7","2.3","9.1","2.7","3.3","1.6","1.3","1.0","40846","3837","54714","5473","35.0","(X)","(X)","(X)","(X)","(X)","3425","315","7.9","3.2","2.6","1.5","11.0","4.1","9.5","3.7","19.0","4.6","20.6","5.2","10.6","3.4","11.9","4.0","4.7","2.4","2.2","1.6","50114","7950","67374","8459","(X)","(X)","36.4","(X)","(X)","(X)","2432","271","4.4","2.5","1.3","1.1","5.8","3.3","11.7","4.6","17.1","5.7","24.8","7.1","10.8","3.5","16.7","5.6","5.6","3.0","2.0","1.7","62164","8519","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2514","308","13.9","4.8","13.3","4.9","20.4","6.1","16.2","5.2","13.6","5.3","11.4","4.1","5.9","2.6","3.8","1.7","1.3","1.5","0.1","0.2","27421","4804","35223","3632","(X)","(X)","(X)","(X)","33.1","(X)",
"0500000US06107","Tulare County, California","138238","720","6.7","0.5","6.1","0.4","12.3","0.6","10.6","0.7","14.5","0.8","17.3","0.8","11.5","0.7","12.1","0.7","4.9","0.5","3.9","0.4","49687","1171","69493","1680","43.9","(X)","(X)","(X)","(X)","(X)","106450","1286","6.1","0.6","4.7","0.5","11.2","0.7","10.5","0.8","14.7","0.9","17.6","0.9","12.1","0.8","13.0","0.8","5.6","0.5","4.4","0.5","53330","1328","73931","1818","(X)","(X)","44.4","(X)","(X)","(X)","72611","1432","2.5","0.5","2.6","0.5","8.4","0.7","9.7","1.0","13.3","1.0","19.6","1.1","13.8","1.1","16.5","1.1","7.4","0.8","6.2","0.7","66485","2247","88153","2559","(X)","(X)","(X)","(X)","(X)","(X)","31788","1172","13.0","1.5","12.4","1.4","17.8","1.4","11.5","1.3","13.5","1.4","14.7","1.4","7.8","1.2","6.1","1.3","1.9","0.5","1.5","0.5","31350","2122","46662","2681","(X)","(X)","(X)","(X)","38.1","(X)",
"0500000US06109","Tuolumne County, California","22502","543","5.1","1.2","7.0","1.4","8.5","1.4","10.0","1.5","11.8","1.6","17.5","2.1","13.0","1.8","15.7","1.9","5.4","1.2","6.1","1.2","60108","4605","83571","5165","36.0","(X)","(X)","(X)","(X)","(X)","13757","647","2.9","1.1","2.7","1.2","5.2","1.4","8.0","1.7","11.5","1.9","19.3","2.4","14.4","2.2","19.8","2.6","8.5","2.0","7.6","1.6","75877","5181","97558","5219","(X)","(X)","37.8","(X)","(X)","(X)","10829","549","1.3","0.6","1.8","1.2","4.0","1.3","5.8","1.6","11.0","2.0","18.6","2.5","15.2","2.4","23.2","3.1","9.6","2.1","9.4","2.0","87154","4702","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8745","526","10.0","2.6","13.4","3.0","14.8","2.8","12.3","2.5","12.1","2.6","16.0","3.2","9.6","2.6","8.0","2.5","0.4","0.3","3.4","1.8","34299","5239","59213","10383","(X)","(X)","(X)","(X)","31.0","(X)",
"0500000US06111","Ventura County, California","271040","1203","3.0","0.2","2.7","0.2","5.8","0.4","6.3","0.4","9.5","0.4","14.8","0.4","14.0","0.5","19.7","0.5","10.9","0.4","13.3","0.4","88131","1069","115600","1327","37.5","(X)","(X)","(X)","(X)","(X)","196407","1808","2.1","0.2","1.3","0.2","4.4","0.3","5.5","0.3","9.0","0.5","13.8","0.5","14.2","0.5","21.4","0.6","12.8","0.5","15.7","0.5","99612","1485","127849","1506","(X)","(X)","37.0","(X)","(X)","(X)","149835","1927","0.8","0.1","0.7","0.1","2.5","0.3","4.0","0.3","7.2","0.5","12.5","0.5","14.2","0.5","23.9","0.7","14.7","0.6","19.5","0.7","114912","1667","144164","1862","(X)","(X)","(X)","(X)","(X)","(X)","74633","1555","7.3","0.6","6.8","0.7","11.4","1.0","10.0","0.8","11.5","0.9","16.2","0.9","13.3","1.0","13.3","0.9","5.0","0.6","5.1","0.5","53467","1453","74474","1909","(X)","(X)","(X)","(X)","34.7","(X)",
"0500000US06113","Yolo County, California","74296","472","7.2","0.6","4.7","0.6","8.1","0.9","7.1","0.8","9.6","0.7","16.6","1.0","12.0","0.8","15.4","0.8","8.7","0.7","10.7","0.7","70228","1616","98244","2581","31.6","(X)","(X)","(X)","(X)","(X)","47117","719","3.2","0.7","2.0","0.5","6.3","1.0","5.5","0.9","8.8","0.9","15.9","1.2","13.2","1.1","19.1","1.1","11.4","1.0","14.8","0.9","90155","3322","119014","4068","(X)","(X)","30.1","(X)","(X)","(X)","35966","831","1.4","0.4","0.9","0.3","4.1","0.9","3.9","0.9","7.5","1.0","15.6","1.3","14.0","1.3","20.5","1.4","13.5","1.2","18.5","1.2","104308","3220","135658","5039","(X)","(X)","(X)","(X)","(X)","(X)","27179","743","15.2","1.5","9.6","1.3","12.3","1.8","9.9","1.4","11.0","1.3","17.3","1.8","9.7","1.1","8.9","1.2","3.3","0.6","2.8","0.8","38964","2228","57907","3157","(X)","(X)","(X)","(X)","32.8","(X)",
"0500000US06115","Yuba County, California","26354","402","5.5","1.2","5.7","1.0","9.2","1.4","8.9","1.1","14.6","2.0","17.7","1.9","12.2","1.4","16.1","1.9","6.5","1.1","3.6","0.9","58054","2384","72679","2620","31.0","(X)","(X)","(X)","(X)","(X)","18386","587","4.5","1.1","3.0","0.8","6.6","1.4","8.6","1.5","14.4","2.2","17.4","1.8","14.2","1.8","19.0","2.2","8.1","1.6","4.0","1.1","67305","4021","80993","3478","(X)","(X)","30.7","(X)","(X)","(X)","13637","612","2.0","1.0","1.4","0.6","5.3","1.4","7.3","1.6","12.5","2.5","16.9","2.4","16.0","2.3","23.1","2.9","10.1","1.9","5.4","1.5","81297","6040","92825","4194","(X)","(X)","(X)","(X)","(X)","(X)","7968","620","10.1","3.0","12.7","2.5","16.3","2.8","11.4","2.2","15.4","3.3","16.4","3.7","7.1","2.1","7.2","2.0","1.7","1.0","1.8","1.0","34615","3702","47492","4163","(X)","(X)","(X)","(X)","29.1","(X)",
